row_idx,model,source,speaker,validation,indirectness,framing,framing_v2,positivity,rec_raw
983,GPT-5.6 Terra,human,Human,1,0,1,1,0,-1.6065262280665713
983,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,1,1,-0.4815765490791605
985,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.6567787395931639
985,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.16548589066727193
987,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.811985728078472
987,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.0809872643325954
988,GPT-5.6 Terra,human,Human,1,1,0,0,0,-0.3022744189420834
988,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.3131797135054065
989,GPT-5.6 Terra,human,Human,1,0,0,0,0,-1.0528296062474984
989,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,0.07527378525115092
990,GPT-5.6 Terra,human,Human,1,1,0,0,0,-0.871345382631546
990,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,-0.3111094322628406
991,GPT-5.6 Terra,human,Human,1,0,0,0,0,-0.8284515910419277
991,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.2632768101231253
992,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.152883757474038
992,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.5423571944655722
994,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.9231058594182734
994,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.01927088296181051
999,GPT-5.6 Terra,human,Human,1,1,0,0,0,-0.7069025305390294
999,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.0815876814281943
1000,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.4386462029988394
1000,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.41590946351135694
1008,GPT-5.6 Terra,human,Human,0,1,0,0,0,-1.542063344527186
1008,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,-0.039038159713056686
1009,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.7106047946132712
1009,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,0,-0.49645738564901465
1010,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.6065262280665713
1010,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.3403003719237961
1011,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.1103342357589003
1011,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.8284515910419277
1013,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.78022045332044
1013,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.3092290093083878
1020,GPT-5.6 Terra,human,Human,1,1,1,1,0,-0.1463190310116247
1020,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,1,1,0.04486004952602085
1021,GPT-5.6 Terra,human,Human,0,0,1,0,0,-0.7513063463743946
1021,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,0.0260808991278529
1022,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.298250003621923
1022,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.25239906811899493
1025,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.2137513772872466
1025,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,-0.5573250054622233
1026,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.2291802405839949
1026,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.4506445512592542
1027,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.3958382760306909
1027,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.4815765490791605
1030,GPT-5.6 Terra,human,Human,1,0,0,0,0,-1.3200165696735435
1030,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.2064992593024374
1032,GPT-5.6 Terra,human,Human,1,0,0,0,0,-1.0969308791497534
1032,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.18887081075865514
1034,GPT-5.6 Terra,human,Human,1,0,1,1,0,-0.6905780913566879
1034,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,0,-0.5390938817909494
1035,GPT-5.6 Terra,human,Human,0,1,0,0,0,-1.4395785711459925
1035,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.2064992593024374
1036,GPT-5.6 Terra,human,Human,1,0,1,1,0,-0.4506445512592542
1036,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,1,1,-0.1463190310116247
1042,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.6421551984709933
1042,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.3551288181249453
1043,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.8963839923007229
1043,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,0.013583781831634001
1045,GPT-5.6 Terra,human,Human,1,1,0,0,0,-1.556874729296604
1045,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,0,1,-0.030749042061539944
1048,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.2557004819067854
1048,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.5384934646953504
1049,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.340199108241462
1049,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.2949485898341326
1054,GPT-5.6 Terra,human,Human,0,1,1,1,0,-1.0453545417134926
1054,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.2490487810175751
1055,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.7957362910439851
1055,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,1,1,0.002910944906482138
1058,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.003653781555931
1058,GPT-5.6 Terra,rewrite,Rewrite,0,0,0,0,1,-0.31416783985848473
1060,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.3584302319127357
1060,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.9540505604385667
1061,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.8964843544131484
1061,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.3517785310235255
1062,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.4542053915523816
1062,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.7257218410359774
1064,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.0683851311393615
1064,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.3131797135054065
1067,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.9048747357469996
1067,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.3931272185474653
1071,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.049247928719201
1071,GPT-5.6 Terra,rewrite,Rewrite,0,0,0,0,1,-0.2909978856371139
1073,GPT-5.6 Terra,human,Human,0,1,0,0,0,-1.4769866152639473
1073,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.1696938903119741
1074,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.1496204447994152
1074,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.2638772272187243
1075,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.989373362081676
1075,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.2682156406732223
1077,GPT-5.6 Terra,human,Human,1,0,0,0,0,-0.2064992593024374
1077,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,0.3142455769467744
1079,GPT-5.6 Terra,human,Human,1,0,1,1,0,-0.8130327885362133
1079,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,1,1,-0.561275709659242
1083,GPT-5.6 Terra,human,Human,0,0,1,0,0,-1.8289630632781189
1083,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,0.23944180753379118
1084,GPT-5.6 Terra,human,Human,0,0,0,0,0,-2.0488434573651046
1084,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.3709453906791727
1088,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.4940736663753795
1088,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,0.03576560969992659
1092,GPT-5.6 Terra,human,Human,0,0,1,1,0,-0.7136956552093539
1092,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,0.1145302296595481
1095,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.24611703501704593
1095,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,0.002910944906482138
1097,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.499513822812048
1097,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.2058988422068384
1098,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.9231058594182734
1098,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,-0.1882681356311635
1100,GPT-5.6 Terra,human,Human,1,0,1,0,0,-0.2104499634994561
1100,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.2104499634994561
1104,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.1265062487839694
1104,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.24844836392197617
1109,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.0076044857529498
1109,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.2064992593024374
1110,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.0188376682279223
1110,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.17304417741339395
1115,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.5456586082533625
1115,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.47282637912754677
1117,GPT-5.6 Terra,human,Human,0,0,1,1,0,-0.820376109412323
1117,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.2949485898341326
1125,GPT-5.6 Terra,human,Human,1,0,0,1,0,-0.3828498936389338
1125,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,1,1,-0.6181056508486349
1126,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.7978623304924762
1126,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.5187261879441043
1128,GPT-5.6 Terra,human,Human,0,0,0,1,0,-1.12925275095257
1128,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.10376950929648698
1134,GPT-5.6 Terra,human,Human,1,1,0,0,0,-0.30438729953470745
1134,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,0,1,-0.17793956858049215
1135,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.5540489895872136
1135,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.20984954640385717
1136,GPT-5.6 Terra,human,Human,0,0,0,0,0,-2.071026306485723
1136,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-1.157095509333421
1137,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.649075749781709
1137,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.4545952554562729
1138,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.151363675431673
1138,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.2909978856371139
1140,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.2331867029869388
1140,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.4815765490791605
1141,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.989373362081676
1141,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.272166344870241
1142,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.4060198478603046
1142,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.1463190310116247
1143,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.4172495551014256
1143,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,0.2764989076670816
1145,GPT-5.6 Terra,human,Human,1,0,0,0,0,-0.6121689974264941
1145,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.2909978856371139
1146,GPT-5.6 Terra,human,Human,0,0,1,0,0,-0.0809872643325954
1146,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.0815876814281943
1148,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.7747357271011026
1148,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.397678339840083
1149,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.3584302319127357
1149,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.3748960948761914
1150,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.8698627297256062
1150,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,-0.3517785310235255
1151,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.8407438032591681
1151,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.7257218410359774
1153,GPT-5.6 Terra,human,Human,0,0,1,0,0,-0.8291616083009108
1153,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.10376950929648698
1155,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.667306873452983
1155,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,0.002910944906482138
1156,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.1490200277038165
1156,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.3329469902566526
1160,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.8783544944242089
1160,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,0.0503891508220971
1162,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.340199108241462
1162,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,-0.2064992593024374
1166,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.4815765490791605
1166,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.1882681356311635
1168,GPT-5.6 Terra,human,Human,0,0,1,0,0,-0.4883819040194099
1168,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.10376950929648698
1170,GPT-5.6 Terra,human,Human,0,0,1,0,0,-1.770036623458933
1170,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.2949485898341326
1171,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.4429288582474122
1171,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.4815765490791605
1172,GPT-5.6 Terra,human,Human,0,0,0,1,0,-1.3584302319127357
1172,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.561275709659242
1173,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.503709503633824
1173,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.3937276356430643
1175,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.0316667365756953
1175,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.142315936445901
1176,GPT-5.6 Terra,human,Human,0,1,0,0,0,-0.6255158119740295
1176,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,1,1,-0.0192708829618105
1178,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.5262625702437629
1178,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.5810429864104882
1179,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.7904531906194077
1179,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.13109507279385518
1180,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.7135779210111868
1180,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,0,1,-0.4324134275879803
1181,GPT-5.6 Terra,human,Human,1,1,1,1,0,-0.23702259519095165
1181,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,1,1,0.12935867586069738
1183,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.5988943069689048
1183,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.397678339840083
1184,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.340199108241462
1184,GPT-5.6 Terra,rewrite,Rewrite,0,0,0,0,1,-0.4815765490791605
1185,GPT-5.6 Terra,human,Human,0,0,1,1,0,-1.686742199152675
1185,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.29494858983413264
1189,GPT-5.6 Terra,human,Human,0,0,1,0,0,-0.6750098632644379
1189,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.4815765490791605
1190,GPT-5.6 Terra,human,Human,0,0,1,1,0,-0.7987979779238479
1190,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.5423571944655722
1191,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.6756102803600368
1191,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.3131797135054065
1192,GPT-5.6 Terra,human,Human,0,0,1,1,0,-1.0683851311393615
1192,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.29099788563711393
1193,GPT-5.6 Terra,human,Human,0,0,1,0,0,-1.3091277456260535
1193,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.5384934646953504
1199,GPT-5.6 Terra,human,Human,1,0,1,1,0,-0.1037695092964869
1199,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,0,0.0029109449064821
1200,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.1103342357589003
1200,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,-0.2064992593024374
1201,GPT-5.6 Terra,human,Human,0,0,0,1,0,-1.210060099595565
1201,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.5390938817909494
1203,GPT-5.6 Terra,human,Human,0,0,1,1,0,-1.5220276017318948
1203,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,0,-0.6451739188983195
1206,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.6065262280665713
1206,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.3551288181249453
1207,GPT-5.6 Terra,human,Human,1,0,0,0,0,-0.8096724406437599
1207,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.09981880509946828
1217,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.6306462075278526
1217,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.4318130104923813
1220,GPT-5.6 Terra,human,Human,0,0,0,1,0,-0.989373362081676
1220,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.272166344870241
1222,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.1912375983674
1222,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.2064992593024374
1223,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.5456586082533623
1223,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.5423571944655722
1224,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.705919119599356
1224,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.2450456864518514
1227,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.686742199152675
1227,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.10376950929648698
1228,GPT-5.6 Terra,human,Human,0,0,1,0,0,-0.7981942815440304
1228,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.397678339840083
1230,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.858974926930442
1230,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.5004080898460335
1232,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.9048747357469996
1232,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.2909978856371139
1237,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.820976526507922
1237,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.6457743359939185
1239,GPT-5.6 Terra,human,Human,0,0,1,0,0,-1.4009797536278734
1239,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.22868108717073002
1242,GPT-5.6 Terra,human,Human,0,0,1,1,0,-0.9048747357469996
1242,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.2104499634994561
1246,GPT-5.6 Terra,human,Human,1,0,0,0,0,-1.083542486504486
1246,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,0.04941117081863855
1251,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.7335743761163855
1251,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.1843174314341448
1254,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.1258500734824457
1254,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.2909978856371139
1255,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.3130784498230723
1255,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.3329469902566526
1258,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.5651775405426316
1258,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,-0.3904643229684415
1259,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.9048747357469996
1259,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.7059545642847311
1261,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.165341187601939
1261,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.1882681356311635
1262,GPT-5.6 Terra,human,Human,0,0,1,0,0,-0.8629256311274607
1262,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.10376950929648698
1263,GPT-5.6 Terra,human,Human,0,0,1,1,0,-0.6643931689226716
1263,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.29039746854151494
1264,GPT-5.6 Terra,human,Human,0,0,1,0,0,-1.0921031120876263
1264,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.3788467990732101
1265,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.1876677185355645
1265,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.2903974685415149
1266,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.3856826339890214
1266,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.5345427604983317
1269,GPT-5.6 Terra,human,Human,0,1,1,1,1,0.12935867586069738
1269,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,0,-0.06182040467694827
1270,GPT-5.6 Terra,human,Human,1,0,0,0,0,-1.3623624230892697
1270,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.34791480125330376
1272,GPT-5.6 Terra,human,Human,0,0,1,0,0,-0.5926478071053326
1272,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.08914596817431641
1273,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.4472418737891295
1273,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,0.3346132707936196
1275,GPT-5.6 Terra,human,Human,1,0,0,0,0,-0.0784731312491645
1275,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.22626653605368355
1276,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.2894617325571416
1276,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.2247303829737112
1279,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.7981942815440304
1279,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.4324134275879803
1281,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.6108789307766065
1281,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.24844836392197617
1284,GPT-5.6 Terra,human,Human,0,0,1,0,0,-0.9054751528425984
1284,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,-0.2909978856371139
1287,GPT-5.6 Terra,human,Human,1,0,0,0,0,-0.42875196048738395
1287,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,1,1,0.2376175271627241
1291,GPT-5.6 Terra,human,Human,0,0,1,0,0,-0.8407438032591681
1291,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,0,1,-0.0153201787647917
1294,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.4621057786940932
1294,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,1,1,-0.3937276356430643
1299,GPT-5.6 Terra,human,Human,1,0,0,0,0,-1.2978347418052514
1299,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,0.04486004952602085
1302,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.7405682541727823
1302,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,0.025092772774774674
1303,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.3584302319127357
1303,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,1,1,-0.397077922744484
1304,GPT-5.6 Terra,human,Human,1,0,0,0,0,-1.1112265323602748
1304,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.3788467990732101
1307,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.0501540074680875
1307,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.07847313124916455
1308,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.1948328620935769
1308,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.5770922822134694
1310,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.4429288582474122
1310,GPT-5.6 Terra,rewrite,Rewrite,1,1,0,0,1,-0.1843174314341448
1314,GPT-5.6 Terra,human,Human,1,0,1,1,0,-0.1910703960056892
1314,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,1,1,-0.2104499634994561
1317,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.1937549221820478
1317,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.1843174314341448
1318,GPT-5.6 Terra,human,Human,0,0,0,1,0,-1.3964386931262895
1318,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.3131797135054065
1319,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.5968034163813299
1319,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,-0.3495997168288689
1321,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.1486880766522622
1321,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.5843062990851109
1322,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.3363496677267773
1322,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,0.03576560969992659
1323,GPT-5.6 Terra,human,Human,0,0,1,0,0,-0.4692744662313671
1323,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,1,1,0.04486004952602085
1324,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.1681109949760262
1324,GPT-5.6 Terra,rewrite,Rewrite,1,1,1,0,1,-0.25299948521459387
1327,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.0145426056034212
1327,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.3131797135054065
1328,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.008204902848549
1328,GPT-5.6 Terra,rewrite,Rewrite,1,0,1,0,1,-0.4545952554562729
1329,GPT-5.6 Terra,human,Human,0,0,0,0,0,-1.098729415064056
1329,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.4776258448821418
1338,GPT-5.6 Terra,human,Human,0,0,0,0,0,-0.748215485778312
1338,GPT-5.6 Terra,rewrite,Rewrite,1,0,0,0,1,-0.3092290093083878
