model_key,model,row_idx,verdict,mixed_subtype,source_file
sonnet5,Claude Sonnet 5,2374,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2378,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2380,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2381,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2382,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2384,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2385,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2387,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2389,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2393,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2395,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2397,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2398,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2399,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2402,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2403,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2405,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2412,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2414,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2415,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2416,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2420,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2422,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2424,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2429,other,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2430,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2431,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2439,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2441,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2444,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2445,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2447,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2448,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2451,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2452,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2455,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2459,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2460,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2461,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2462,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2463,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2464,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2466,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2469,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2470,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2471,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2472,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2473,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2474,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2475,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2476,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2477,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2478,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2480,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2481,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2483,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2484,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2486,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2487,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2489,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2490,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2491,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2492,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2495,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2498,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2499,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2500,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2501,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2502,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2505,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2506,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2510,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2515,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2516,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2517,other,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2521,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2522,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2523,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2528,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2529,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2531,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2532,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2533,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2534,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2535,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2537,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2539,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2544,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2545,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2549,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2550,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2551,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2553,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2555,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2556,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2557,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2558,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2559,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2560,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2562,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2565,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2569,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2571,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2572,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2575,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2576,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2580,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2585,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2588,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2592,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2593,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2594,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2599,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2600,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2601,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2602,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2603,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2609,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2610,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2612,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2613,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2615,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2616,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2619,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2621,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2623,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2624,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2627,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2628,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2630,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2631,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2633,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2637,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2640,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2644,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2645,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2648,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2649,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2650,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2651,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2653,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2657,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2658,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2659,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2660,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2662,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2664,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2665,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2666,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2668,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2669,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2670,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2671,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2672,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2674,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2675,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2676,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2680,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2683,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2684,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2686,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2689,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2692,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2694,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2700,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2701,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2702,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2704,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2706,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2707,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2709,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2710,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2712,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2713,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2716,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2717,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2720,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2721,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2722,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2723,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2725,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2726,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2728,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2733,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2734,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2736,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2739,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2740,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2743,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2745,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2746,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2748,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2750,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2752,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2753,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2755,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2757,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2760,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2762,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2763,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2764,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2765,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2766,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2769,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2772,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2773,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2774,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2775,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2776,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2778,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2780,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2782,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2786,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2787,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2788,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2792,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2793,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2794,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2795,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2799,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2800,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2801,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2804,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2806,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2807,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2808,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2812,other,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2813,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2814,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2818,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2819,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2822,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2823,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2830,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2831,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2833,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2838,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2839,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2841,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2842,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2843,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2845,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2846,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2850,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2852,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2853,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2865,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2868,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2870,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2872,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2873,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2874,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2875,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2876,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2879,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2880,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2881,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2882,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2883,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2885,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2886,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2890,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2892,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2893,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2894,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2895,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2897,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2900,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2901,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2903,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2906,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2907,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2908,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2910,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2912,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2914,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2916,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2917,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2918,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2921,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2922,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2923,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2924,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2925,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2927,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2928,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2935,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2936,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2937,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2939,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2947,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2948,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2950,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2952,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2954,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2958,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2960,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2962,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2963,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2965,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2966,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2967,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2972,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2973,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2975,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2976,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2977,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2979,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2980,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2983,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2984,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2986,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2993,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2998,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,2999,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3001,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3002,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3004,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3007,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3008,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3011,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3012,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3013,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3015,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3017,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3018,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3022,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3026,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3028,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3029,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3031,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3032,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3034,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3035,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3036,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3037,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3039,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3041,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3042,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3043,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3044,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3045,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3046,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3049,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3052,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3056,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3060,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3062,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3063,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3064,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3065,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3066,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3070,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3071,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3072,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3074,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3077,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3078,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3079,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3081,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3084,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3085,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3088,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3091,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3092,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3094,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3096,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3097,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3101,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3102,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3105,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3108,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3109,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3110,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3111,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3112,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3114,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3119,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3123,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3125,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3126,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3127,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3128,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3129,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3131,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3132,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3137,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,3139,mixed,,paired_1p_all.csv
