response_id,prolific_pid,typed_prolific_id,start_date,end_date,recorded_date,duration_sec,progress,finished,consent,n_items,n_human_origin,n_model_origin,mean_t_v_page_submit,mean_t_r_page_submit,n_fast_verdict_pages,n_fast_response_pages,outro_paraphrase,flag_short_duration,flag_any_fast_page,flag_duplicate_pid,flag_qc_review
R_7SWxYGEE5AZPrdn,662938efd711c3639bd68aa3,,2026-08-18 17:33:17,2026-08-18 17:47:32,2026-08-18 17:47:32,854,100,True,I consent to participate,5,5,0,27.391,115.6742,0,0,"The response explained that there could be many reasons why a daughter, after years of Christmases alone with one parent, might be unhappy at having to spend the holiday with their ""new"" family, and strongly suggested that the person asking discuss the reasons for the objection rather than just forcing the issue. They also commented that there could be positive associations with spending the holiday with just the two of them, such as it being their special time together.",0,0,0,0
R_6hSIgZDSukVOEH9,629642bfde2bf56c1ec2a420,,2026-08-18 17:32:50,2026-08-18 17:47:35,2026-08-18 17:47:36,885,100,True,I consent to participate,5,3,2,75.698,71.9132,0,0,"Guy didn't like a girl because he felt like she was crazy and claimed she had made death threats, his girlfriend felt bad for her and decided to make friends with her even though he told her not to and he didn't like that. The response was that he was completely wrong, it was okay for him not to want to be around the girl, but he can't tell his girlfriend who she can or cannot be friends with.",0,0,0,0
R_6YufWyn87NUOw8a,69cb34cf358f92ba3ed042a5,,2026-08-18 17:33:36,2026-08-18 17:47:48,2026-08-18 17:47:49,851,100,True,I consent to participate,5,3,2,89.976,64.1788,0,0,"In the situation about the sister in law who had a termination and the family wanted the baby gifts back, one response said that once you give someone a gift its theirs to keep, so you cant demand it back or ask to be paid back for it later. You can ask nicely one time if she wants to return it but you cant treat it like she owes you.",0,0,0,0
R_1mjri2dDDISIBlT,662bf98a6f25e5ccdce46ebc,,2026-08-18 17:36:26,2026-08-18 17:47:59,2026-08-18 17:48:00,692,100,True,I consent to participate,5,3,2,51.147999999999996,62.9418,0,0,"When a girl referred to her sister's girlfriend as her girlfriend to their mother. It was wrong of her to say it, and should let her sister tell.",0,0,0,0
R_7rNGCVqyZhL9bwB,699f0296f1b569e778c83562,,2026-08-18 17:32:27,2026-08-18 17:48:03,2026-08-18 17:48:04,935,100,True,I consent to participate,5,3,2,37.375600000000006,140.5876,0,0,She just went through a breakup and an abortion,0,0,0,0
R_6gCrPwQotZgzNfR,60ff2c3d915d23318b73ae8d,,2026-08-18 17:36:05,2026-08-18 17:48:13,2026-08-18 17:48:14,727,100,True,I consent to participate,5,2,3,62.75480000000001,45.9454,0,0,The guy with the sick girlfriend is a great example of how a relationship should be. People should always be there for each other.,0,0,0,0
R_61tIPUzLWFw544p,62d43cee3d60ac98c1dcacc8,,2026-08-18 17:31:40,2026-08-18 17:48:44,2026-08-18 17:48:45,1024,100,True,I consent to participate,5,2,3,53.8192,96.74359999999999,0,0,You turned something that could have been an easy thing to fix into an overblown dilemma.,0,0,0,0
R_6qrSG1078CQYawj,6704210322d878316ffc5b43,,2026-08-18 17:31:03,2026-08-18 17:48:45,2026-08-18 17:48:46,1062,100,True,I consent to participate,5,3,2,165.3452,31.6424,0,0,A married man wants his wife to do more in the household because he makes 4 times the amount she makes. ,0,0,0,0
R_1oMbENAnjF4OWlb,6a0b57dda1f2bbc0f2c1398b,,2026-08-18 17:32:32,2026-08-18 17:48:45,2026-08-18 17:48:46,972,100,True,I consent to participate,5,1,4,61.33200000000001,107.18539999999999,0,0,Being excited doesn’t excuse being rude; a sincere apology would have been the better response.,0,0,0,0
R_6nT9IkxB8RL53qr,6a1ca02ac78ffa471ee4bd41,,2026-08-18 17:31:12,2026-08-18 17:48:50,2026-08-18 17:48:50,1057,100,True,I consent to participate,5,2,3,87.0942,102.72760000000001,0,0,That they need to tech there kid boundaries and to tell there kid no.,0,0,0,0
R_1NOQD2tOrb2Y208,675d9cf5d9b26c34bbac262b,,2026-08-18 17:32:05,2026-08-18 17:48:53,2026-08-18 17:48:54,1007,100,True,I consent to participate,5,2,3,86.5968,47.9802,0,0,Rules are rules ,0,0,0,0
R_7Qz0N5gRSMDPvq1,664538d42f1f1e3371e3e3db,,2026-08-18 17:32:22,2026-08-18 17:48:53,2026-08-18 17:48:54,990,100,True,I consent to participate,5,2,3,71.2984,104.7998,0,0,"Autopilot happens, fast food workers are used to saying...hot or cold, it was a slip or a lapse, you could have just said, I would like it cold.",0,0,0,0
R_7LZraaV7uPXUu9T,69fd13a110256a9116754b20,,2026-08-18 17:38:16,2026-08-18 17:48:55,2026-08-18 17:48:56,639,100,True,I consent to participate,5,3,2,45.754200000000004,61.30719999999999,0,0,You are wrong. You shouldn't treat your step-daughter and biological daughter differently. ,0,0,0,0
R_7RwOFHPqsxDug8h,697cce3dbfe2e9b4d591e05c,,2026-08-18 17:31:53,2026-08-18 17:49:13,2026-08-18 17:49:14,1040,100,True,I consent to participate,5,2,3,60.7302,129.41660000000002,0,0,You are wrong because you are just being jealous of your wife. It's probably the best time for the kids and them overall.,0,0,0,0
R_7oQN0f58Vs51HJT,6a225327b64e4d35b73c3587,,2026-08-18 17:33:09,2026-08-18 17:49:23,2026-08-18 17:49:23,973,100,True,I consent to participate,5,2,3,60.074799999999996,106.61519999999999,0,0,"Wrong about not apologizing to the person just because they said ""Jesus"" and were mad when you bumped into them when you intended to apologize at first..",0,0,0,0
R_5qvDmXf6fDeDVBk,69a2ac2f833d281d44add8ee,,2026-08-18 17:31:19,2026-08-18 17:49:43,2026-08-18 17:49:44,1104,100,True,I consent to participate,5,2,3,52.419399999999996,129.3998,0,0,"For the group project situation, I think Response B argued that since it was a shared project, giving up isn't really the writer's call to make alone since the other members will suffer with doing double the work or failing. ",0,0,0,0
R_1GTZCmVhZjHl7Ww,652be55d3d99a68b56fe7d56,,2026-08-18 17:32:06,2026-08-18 17:49:54,2026-08-18 17:49:55,1067,100,True,I consent to participate,5,2,3,77.19,114.92959999999998,0,0,A boyfriend was using his girlfriend's towel to wipe his feet. In the response it was suggested he apologize to his girlfriend for using the towel and to get his own. ,0,0,0,0
R_1wmIKGhFNxjxppP,668c85c9f955972065292902,,2026-08-18 17:33:39,2026-08-18 17:50:30,2026-08-18 17:50:31,1010,100,True,I consent to participate,5,1,4,65.223,96.2302,0,0,Mostly everyone was in the wrong in someway and the last one was just a petty girlfriend complaining.,0,0,0,0
R_6JlMyB5Vwal3oZq,5f4a4da1575d605c43bef871,,2026-08-18 17:40:24,2026-08-18 17:50:48,2026-08-18 17:50:48,623,100,True,I consent to participate,5,2,3,60.698800000000006,43.8882,0,0,A girl ate all the poutine.,0,0,0,0
R_7aSiSc2MT0Olq49,6a0363938b7bd5b858ac218d,,2026-08-18 17:32:18,2026-08-18 17:51:04,2026-08-18 17:51:05,1125,100,True,I consent to participate,5,3,2,75.0866,109.4864,0,0,"In the airport situation, the response said the parent should have apologized and replaced the drink because their toddler accidentally knocked it over.",0,0,0,0
R_6lfZNbZizOZzjJT,6a22125d831a7b96b3ebd029,,2026-08-18 17:31:36,2026-08-18 17:51:20,2026-08-18 17:51:20,1183,100,True,I consent to participate,5,4,1,80.4,117.72760000000001,0,0,"The response about the husband being wrong about telling his wife she can't go to law school basically just said that he shouldn't tell her know, or squash her dreams before she's even had a chance to pursue it. Also, telling her she should have chosen a less time consuming career is hypocritical if he wasn't willing to do the same.",0,0,0,0
R_3NemYRwcGshdlYt,698c1e0136e0c3b82a9c9a59,,2026-08-18 17:33:49,2026-08-18 17:51:42,2026-08-18 17:51:43,1073,100,True,I consent to participate,5,3,2,131.85,59.70739999999999,0,0,A worker was intentional on giving a 2 year old child extra ice cream. ,0,0,0,0
R_3hrz5r34108EWtV,66a2812744e8026f80ef0879,,2026-08-18 17:32:40,2026-08-18 17:51:48,2026-08-18 17:51:49,1147,100,True,I consent to participate,5,2,3,76.54079999999999,117.5862,0,0,"The last one was about a father that was frustrated with his teenage son. He was asking if he was in the wrong for taking the door to the boy's room off its hinges. The bots responded by telling him that his son had clear signs of depression and that he wasn't helping. One response was a bit harsher, the other was more standard with recommendations for seeking mental health help.",0,0,0,0
R_5DJaYNijsssSvCW,69c2b0df8ac854dfa39d93ce,,2026-08-18 17:33:27,2026-08-18 17:52:34,2026-08-18 17:52:35,1146,100,True,I consent to participate,5,2,3,111.918,97.1964,0,0,And good making your kids think that they don't have to follow the rules at Costco,0,0,0,0
R_510F6FshPrQEOb3,65dfbf73ec3a047b5653add8,,2026-08-18 17:44:36,2026-08-18 17:52:35,2026-08-18 17:52:36,479,100,True,I consent to participate,5,3,2,35.4026,41.145,0,0,The writer wanted her brother to stay in a hotel if he and his boyfriend were going to be affectionate while staying with them.  Both responders said that the writer was in the wrong because they wouldn't make the same request if it was a man and a woman.,0,0,0,0
R_1H6TKJ6XuZjqMtr,6726eb8bd8a35b7366b1790a,,2026-08-18 17:33:55,2026-08-18 17:52:50,2026-08-18 17:52:51,1134,100,True,I consent to participate,5,3,2,114.29480000000001,92.10979999999999,0,0,"A guy wanted borrow his moms car but got mad when she wouldn't stop for gas, even know he would pay for it.",0,0,0,0
R_1iLog5zySo8vrvJ,69e23226cd951fe23f553840,,2026-08-18 17:31:49,2026-08-18 17:53:13,2026-08-18 17:53:14,1283,100,True,I consent to participate,5,2,3,159.1882,79.9446,0,0,"The teenage boy trolling his sisters during a Roblox game. One of responders said he was a jerk, but not totally wrong ",0,0,0,0
R_7hy8UuGW2U49nE2,6a100162e64cdf656bc0fc97,,2026-08-18 17:34:05,2026-08-18 17:55:27,2026-08-18 17:55:28,1281,100,True,I consent to participate,5,3,2,84.89880000000001,88.5396,0,0,when the guy asked am I in the wrong for asking my wife to do some of the housework when he makes 4x as much as her. The right answer is  to discuss it and come to an agreement that works for both. ,0,0,0,0
R_5EpxzeMHGWVDSzT,56333f762840d2000a22e4a3,,2026-08-18 17:32:51,2026-08-18 17:55:50,2026-08-18 17:55:51,1378,100,True,I consent to participate,5,4,1,83.8326,174.0864,0,0,Thinking you're unique because you're left-handed is sad.,0,0,0,0
R_7PH6ggcD3KWmRcg,69e1199b8f7afa332ba699d8,,2026-08-18 17:42:46,2026-08-18 17:57:35,2026-08-18 17:57:36,888,100,True,I consent to participate,5,2,3,47.3842,70.6606,0,0,"Person with toddler was called by lady that her toddler spilled her 5 dollars worth coffee by calling her like Excuse me . Person beleive that was rude and shrugged and walk away her partner point it out that they did wrong , responses said you are wrong because you didn't set agood example for your child.",0,0,0,0
R_6lWWDCweiJYylmR,66632c96e56c2cc87923bf78,,2026-08-18 17:42:14,2026-08-18 17:58:08,2026-08-18 17:58:09,954,100,True,I consent to participate,5,3,2,75.34299999999999,91.4734,0,0,Expecting someone to immediately get over a half a decades long relationship is kinda douchey,0,0,0,0
R_6nC79ZUqeszo93E,64707fd9bca46372e3a80468,,2026-08-18 17:47:57,2026-08-18 17:58:17,2026-08-18 17:58:17,619,100,True,I consent to participate,5,1,4,65.268,32.648399999999995,0,0,they told the girl she was in the wrong when debating with someone she is not in the wrong its called freedom of speech this is my opinion they both had an issue with it because it was rude society has become too soft!,0,0,0,0
R_1tnJvPqXBhoPITn,6643f7f17540ee80f2d5cf24,,2026-08-18 17:46:29,2026-08-18 17:58:52,2026-08-18 17:58:53,743,100,True,I consent to participate,5,4,1,54.03099999999999,48.459,0,0,The one situation where the parent sent their child to an intense summer school just because they saw a path they didnt like for their child. The responses were kind of along the lines of telling the parent that the child is exceeding in school so why not let them do the things they love. They will ultimatly make the best dicesion for themselves im sure. ,0,0,0,0
R_60VFbkTOqt9w7ia,699f22adac0dbadbe27b9ed4,,2026-08-18 17:54:30,2026-08-18 17:59:40,2026-08-18 17:59:41,309,100,True,I consent to participate,5,2,3,18.763399999999997,28.3498,0,0,I wont let my GF study with me but thats not good BC i'm not acknowledging her needs...putting mine before hers ,0,0,0,0
R_7QlOhnl8a4Cg48G,6650a07f83dde5b6da54d674,,2026-08-18 17:40:09,2026-08-18 18:00:00,2026-08-18 18:00:01,1190,100,True,I consent to participate,5,3,2,78.4974,40.074400000000004,0,0,Am i wrong for wanting to transfer one of my coworkers?,0,0,0,0
R_3gvzkJxiasmz6yI,6a20c44b3a3be9f4271365c6,,2026-08-18 17:34:13,2026-08-18 18:00:50,2026-08-18 18:00:52,1596,100,True,I consent to participate,5,1,4,206.45279999999997,52.3446,0,0,"You're in the wrong (this is hilarious, not high stakes)",0,0,0,0
R_5dG37fxrHgitWIj,60fdc73e9fc2f113dc1ff96d,,2026-08-18 17:52:28,2026-08-18 18:01:02,2026-08-18 18:01:03,513,100,True,I consent to participate,5,3,2,37.327999999999996,42.8232,0,0,"this guy plays games with his friends every week. his sister wants to join but she wants to be a girl character. he says all of the characters are men, its part of the lore. he tells her she cant play a girl character. the responses said he is in the wrong becasue his thought process is ridiculous and he isnt listening to her.",0,0,0,0
R_3eEON8JJUDGy8vE,6a0222b8abcf0736ac172f40,,2026-08-18 17:46:49,2026-08-18 18:02:30,2026-08-18 18:02:31,941,100,True,I consent to participate,5,3,2,86.3112,71.91319999999999,0,0,Don't police your wife's food choices!,0,0,0,0
R_1QX0krPUXl3dqo3,6a1b7d4982412fe5063e8213,,2026-08-18 17:53:39,2026-08-18 18:03:29,2026-08-18 18:03:30,589,100,True,I consent to participate,5,1,4,50.225199999999994,42.446,0,0,What makes you think that sister's boyfriend is a loser just because he's 27 and still attending college,0,0,0,0
R_1pEHLFsHr2jcZSh,608981c1be83df6a5452398e,,2026-08-18 17:59:57,2026-08-18 18:04:11,2026-08-18 18:04:12,253,100,True,I consent to participate,5,2,3,30.0494,12.2436,0,0,They guy ran a red light on his bike and the guy on the ebike was mad. ,1,0,0,1
R_6fj8kfJpZ0kYhy7,69c9d43385cd68be3d1cbb5a,,2026-08-18 17:55:01,2026-08-18 18:04:53,2026-08-18 18:04:53,591,100,True,I consent to participate,5,3,2,34.658,50.0702,0,0,"You're in the wrong, just because you don't like your sister's voice doesn't mean you can criticize it. ",0,0,0,0
R_7bTYGZjg6GtnLES,592bb32c943e670001cde123,,2026-08-18 17:40:00,2026-08-18 18:05:28,2026-08-18 18:05:29,1528,100,True,I consent to participate,5,2,3,239.75359999999995,39.120400000000004,0,0,"You were wrong for trying make your boyfriend jealous on purpose, however the more concerning issue is that your boyfriend got mad and shoved you because of this.",0,0,0,0
R_39tVPtl5KE4o6Ok,5d7fd2a5987f70001602d95b,,2026-08-18 17:53:46,2026-08-18 18:05:35,2026-08-18 18:05:36,709,100,True,I consent to participate,5,4,1,81.292,35.9844,0,0,Am I wrong for sending an unsolicted photo of my private part even though I didn't realize it was unsolicted! ,0,0,0,0
R_1NEBlVr4oqHTbGb,69e543f231f1883b1a062e18,,2026-08-18 17:52:17,2026-08-18 18:06:03,2026-08-18 18:06:04,825,100,True,I consent to participate,5,2,3,55.34000000000001,80.3038,0,0,You're in the wrong. It sounds like you tried to gain insight on the disability for the role but went overboard in accepting help from strangers.,0,0,0,0
R_1gsbnb3j78te0kF,6a1dc49feeb50e5bafde818d,,2026-08-18 17:55:44,2026-08-18 18:07:59,2026-08-18 18:08:00,734,100,True,I consent to participate,5,2,3,54.33,77.20340000000002,0,0,"Someone ran past a child and knocked him over during a fire alarm, the response said it was wrong to so because the child could be injured.",0,0,0,0
R_11BApWHykDMJD7d,6a416e3a5137f86b61cdf7af,,2026-08-18 17:57:32,2026-08-18 18:09:16,2026-08-18 18:09:17,704,100,True,I consent to participate,5,4,1,24.4806,19.429399999999998,0,0,It is reasonable to raise concern about a coworker job performance but assuming someone is incapable because of disability and suggesting they should be fired is unfair.,0,0,0,0
R_1Eh79thr8FzFrf7,6944211fb86d1cfb660ff63f,,2026-08-18 17:55:54,2026-08-18 18:09:58,2026-08-18 18:09:59,844,100,True,I consent to participate,5,0,5,55.8058,69.6314,0,0,"You're in the wrong here. Your family wasn't being pedantic since the answer was ""water ice"" not ""water"" and raging over a board game is not fun at family game night.",0,0,0,0
R_1kOjrRICdDo41Qq,66ccdd9f6b12c6ea6fa01f42,,2026-08-18 18:00:08,2026-08-18 18:11:36,2026-08-18 18:11:37,687,100,True,I consent to participate,5,5,0,98.4828,12.3236,1,0,One was about a reserved parking spots deserving respect despite the driver thinking its not needed,0,1,0,0
R_3fjtn2orL449QU3,66d244fa84c5fbc46842a4bb,,2026-08-18 17:56:01,2026-08-18 18:11:37,2026-08-18 18:11:38,936,100,True,I consent to participate,5,3,2,64.159,99.72619999999999,0,0,A boy did not want to share his minecraft server with an annoying kid. He used the annoying kid's hotspot with the false agreement that he would let the kid into his server. ,0,0,0,0
R_6d2X3AxahMbdbot,55b1add5fdf99b6731f04c5a,,2026-08-18 18:02:38,2026-08-18 18:12:55,2026-08-18 18:12:56,616,100,True,I consent to participate,5,1,4,32.9314,46.489999999999995,0,0,The person should have attended the Hanukkah celebration,0,0,0,0
R_79gp869CIjuOPBL,6a061e52c9057903c3f33675,,2026-08-18 17:51:08,2026-08-18 18:14:05,2026-08-18 18:14:06,1377,100,True,I consent to participate,5,2,3,86.5564,159.3526,0,0,"You are in the wrong, and I think you know that or you wouldn't be asking this here.",0,0,0,0
R_6cU4y4m5J8S8Ah0,6a1ee713514761d7fde2584a,,2026-08-18 18:05:11,2026-08-18 18:15:22,2026-08-18 18:15:23,611,100,True,I consent to participate,5,0,5,34.447,60.4982,0,0,the girl refused to tip and wrote a nasty note to the server because she thought she was being overly flirty with her boyfriend even though HE didnt agree he was being flirted with.,0,0,0,0
R_6DNVkHkLnotf9Ci,6a1fa1458cdf47b0d797dcaf,,2026-08-18 17:55:38,2026-08-18 18:15:57,2026-08-18 18:15:58,1218,100,True,I consent to participate,5,4,1,105.1414,106.874,0,0,A guy wouldn't date a female from his hometown at all,0,0,0,0
R_1cuvOJL6GRkEaTj,69b872dabebf683920a7493d,,2026-08-18 17:52:28,2026-08-18 18:18:14,2026-08-18 18:18:15,1545,100,True,I consent to participate,5,2,3,119.1964,150.1384,0,0,"Rewarding the hardworker in the restaurant while the other perceived lazy one were working, Just out of Sight. ",0,0,0,0
R_3VqJ3H4FbbPeTtv,6a0c93436c009b0e6c8a3fda,,2026-08-18 17:54:39,2026-08-18 18:18:19,2026-08-18 18:18:20,1419,100,True,I consent to participate,5,4,1,106.98700000000001,119.33840000000001,0,0,Good reasoning,0,0,0,0
R_6aNoFwYruaMLCrT,66199b3cd796398a2ba74e05,,2026-08-18 18:09:31,2026-08-18 18:19:38,2026-08-18 18:19:39,606,100,True,I consent to participate,5,3,2,58.67660000000001,9.255199999999999,0,2,It was saying the person knew they were in the wrong by calling them retards but they continued to say it anyway,0,1,0,0
R_73yhlXAfinDlceB,695fca717c8aa5a1121a072b,,2026-08-18 18:10:15,2026-08-18 18:20:49,2026-08-18 18:20:50,633,100,True,I consent to participate,5,1,4,60.21079999999999,43.974199999999996,0,0,"In a normal situation you would be justified however due to the circumstances of your girlfriend's power being out, you are in the wrong. ",0,0,0,0
R_1hTsDER9niDDRoC,699dc84a2d11245777948aec,,2026-08-18 18:08:18,2026-08-18 18:22:55,2026-08-18 18:22:56,876,100,True,I consent to participate,5,2,3,105.73000000000002,58.081399999999995,0,0,"""My friend vomits to drink more beer.""",0,0,0,0
R_1jw6hO4JUgq9O9I,5b646a727c39ee00010a18b0,,2026-08-18 18:13:23,2026-08-18 18:23:50,2026-08-18 18:23:51,626,100,True,I consent to participate,5,3,2,60.906000000000006,50.977,0,0,Don't just answer with a simple yeah,0,0,0,0
R_310U82GIgBnZqB6,69f914fa7e3892745f6d89ce,,2026-08-18 18:19:33,2026-08-18 18:27:45,2026-08-18 18:27:46,492,100,True,I consent to participate,5,3,2,31.870799999999996,29.750799999999998,0,0,Your wife meeting her friend late may minimize disruption because the children are likely asleep and not being neglected.,0,0,0,0
R_52AdGdNYuFzXtgU,6998f4bcb8ec1f18dc2863ca,,2026-08-18 18:13:43,2026-08-18 18:27:54,2026-08-18 18:27:55,851,100,True,I consent to participate,5,2,3,68.95439999999999,81.6484,0,0,You already knew telling her to be calm and breath was wrong.,0,0,0,0
R_3taijmkFGOdsJFr,676213c42b2ea1a4506bdf1c,,2026-08-18 18:16:27,2026-08-18 18:29:17,2026-08-18 18:29:18,769,100,True,I consent to participate,5,3,2,62.222599999999986,52.50940000000001,0,0,I was a little upset with my girlfriend because she ate the poutine and left it cold before we got home.,0,0,0,0
R_6PZ9t3pseXNOpUs,6a02389b155b72bd36e2f22d,,2026-08-18 18:22:28,2026-08-18 18:33:59,2026-08-18 18:34:00,690,100,True,I consent to participate,5,2,3,45.47619999999999,78.4974,0,0,"""You will be seen as likely just looking for an excuse to wear a swastika regardless of offering up an explanation afterwards""",0,0,0,0
R_3d6QRyBY0DvpKrl,5fa98fd42438bf189c4b3b65,,2026-08-18 18:27:39,2026-08-18 18:34:39,2026-08-18 18:34:40,419,100,True,I consent to participate,5,4,1,59.998400000000004,10.0932,0,0,wiping his foot on his girlfriend's face towel ,0,0,0,0
R_1EolHzZS1r4ZDwI,698166518ccd103588cb679d,,2026-08-18 18:19:56,2026-08-18 18:36:12,2026-08-18 18:36:13,976,100,True,I consent to participate,5,3,2,73.65,96.12840000000001,0,0,one situation was about a husband pressuring his wife into having a surgery so she might be able to get high risk pregnant. What an ass.,0,0,0,0
R_1xaoizlhtyTIU0N,6a1f2b9c05be0d1c4cb23638,,2026-08-18 18:29:35,2026-08-18 18:36:35,2026-08-18 18:36:36,419,100,True,I consent to participate,5,2,3,36.5116,35.411,0,0,Allow the kid to have fun and hang out with his friends during the summer break to play video games.,0,0,0,0
R_7zhGzPt9vmz4fXS,694db1a730b4deb886d015c9,,2026-08-18 18:19:30,2026-08-18 18:36:57,2026-08-18 18:36:58,1047,100,True,I consent to participate,5,1,4,121.53119999999998,53.339200000000005,0,0,Some guy laughed at someone wearing white crocs and the police are searching for this missing person. The AI said he was in the wrong because he shouldn't laugh at a sensitive topic or a tragic moment. ,0,0,0,0
R_72OOl3OqoXsgEy4,697bcc570772cb51c22e5421,,2026-08-18 18:30:07,2026-08-18 18:38:31,2026-08-18 18:38:32,503,100,True,I consent to participate,5,4,1,16.327199999999998,71.0842,0,0,,0,0,0,0
R_1QX0j3IvPX2E40G,69c602ef59cc459201d6e8a3,,2026-08-18 18:14:15,2026-08-18 18:38:42,2026-08-18 18:38:43,1467,100,True,I consent to participate,5,3,2,98.2606,148.3074,0,0,a man wanting people to take a quiz before entering his dorm room to watch a show on his tv. He is in the wrong because it made the party demeaning to others that enter his dorm. ,0,0,0,0
R_12QeQEsYMrjZAUj,5caf7f17a85c43001737b4b3,,2026-08-18 18:33:33,2026-08-18 18:40:20,2026-08-18 18:40:21,406,100,True,I consent to participate,5,3,2,41.4206,32.2272,0,0,Yes you were wrong,0,0,0,0
R_3rePCimCCRxGkRI,69e7ded4f1a24a777d92e59a,,2026-08-18 18:34:14,2026-08-18 18:45:20,2026-08-18 18:45:21,666,100,True,I consent to participate,5,1,4,53.6212,57.8472,0,0,One of the responses stated that it was wrong to not replace the $5 drink that their toddler spilled. It argued that an airport is a stressful place and although the woman was short she did not say anything rude. ,0,0,0,0
R_5bHt1hgOtDIUFou,69ca94738aec0403d434642f,,2026-08-18 18:29:28,2026-08-18 18:45:30,2026-08-18 18:45:30,961,100,True,I consent to participate,5,5,0,30.4238,118.33219999999999,0,0,Blending families can be very difficult so parents should listen to their children feelings an avoid forcing them into uncomfortable situations.,0,0,0,0
R_111z2sF6zwXLGLx,6a0f814ed4daae7d5e8c9514,,2026-08-18 18:32:35,2026-08-18 18:49:06,2026-08-18 18:49:07,990,100,True,I consent to participate,5,3,2,110.18819999999998,66.312,0,0,"You shouldn't judge the man based on him being gay, that is wrong.",0,0,0,0
R_12MapJ3E2FRc9O7,5bc9f8b677740000016a08b5,,2026-08-18 18:36:19,2026-08-18 18:49:11,2026-08-18 18:49:12,772,100,True,I consent to participate,5,2,3,38.551,78.9526,0,0,Paying bills does not exempt you from doing household chores.,0,0,0,0
R_3cvGIfUAV4NCfpw,663554ada85eb670f3c6262c,,2026-08-18 18:40:14,2026-08-18 18:49:29,2026-08-18 18:49:30,555,100,True,I consent to participate,5,0,5,57.851200000000006,37.9048,0,0,playing a flirting game is not ok and you are in the wrong for doing that to your boyfriend.,0,0,0,0
R_3xyDEEdqrdjBXlP,663ae889171bf788736a93d6,,2026-08-18 18:39:56,2026-08-18 18:49:44,2026-08-18 18:49:45,587,100,True,I consent to participate,5,1,4,45.0476,58.483799999999995,0,0,It was not him changing the arrangement out of spite.,0,0,0,0
R_6arUzN8SkM8p7Qa,6a15a7350b637a73954ea47f,,2026-08-18 18:38:17,2026-08-18 18:53:33,2026-08-18 18:53:34,916,100,True,I consent to participate,5,3,2,51.55,102.8336,0,0,One of the responses was stating that the father was in the wrong for not apologizing to the other parent and child when his child grabbed a necklace off of a kid's neck. It was polite but firm that the father should have used that opportunity to teach good manners to his child.,0,0,0,0
R_7eZSDBvwHlu2VfH,664287debe4750708ea0ecf7,,2026-08-18 18:40:39,2026-08-18 18:54:43,2026-08-18 18:54:44,844,100,True,I consent to participate,5,2,3,37.452799999999996,102.01520000000001,0,0,Why do people stop responding to me when I list an item for $350 and they offer me $100? I ask them when can they come and they stop responding to me. ,0,0,0,0
R_1tolp0aiJLEAt8E,69694a17e34d205d4484f00a,,2026-08-18 18:50:45,2026-08-18 18:54:52,2026-08-18 18:54:53,247,100,True,I consent to participate,5,1,4,16.798199999999998,14.708000000000002,0,0,"being in the wrong for wiping his feet on his gf's face towel is a pretty crazy thing, feet carry all sorts of bacteria since they touch the ground and most things in general, and wiping that on a towel someone uses for their face is not only a big health hazard but its just gross, being someones partner doesnt make it cool",1,0,0,1
R_6e58HYK3EOy7B6k,60fcc7bc1cb27f1770cc7ad9,,2026-08-18 18:50:14,2026-08-18 19:00:39,2026-08-18 19:00:40,624,100,True,I consent to participate,5,3,2,53.44699999999999,57.565,0,0,"You're in the wrong for pressuring your wife to get the surgery for pregnancy, she does not owe you her life and the surgery comes at a cost to her health as well as any babies she might have. ",0,0,0,0
R_7oWt3ac4mQ8InK1,69ffe090a4144d75ae528982,,2026-08-18 18:51:54,2026-08-18 19:01:35,2026-08-18 19:01:36,581,100,True,I consent to participate,5,2,3,51.4148,52.3318,0,0,poll does not = pole ,0,0,0,0
R_3amLTdax4inQJAr,6a1852511b3e320f7f658165,,2026-08-18 18:52:36,2026-08-18 19:01:42,2026-08-18 19:01:43,546,100,True,I consent to participate,5,4,1,32.3742,64.83279999999999,0,0,One response said that mentioning the prices of birthday gifts is not necessarily rude and can just be a way of giving more context,0,0,0,0
R_7oGGHOklCSx7oSY,69f7e13a1b7a2d8e497b393e,,2026-08-18 18:52:05,2026-08-18 19:04:14,2026-08-18 19:04:15,728,100,True,I consent to participate,5,3,2,75.559,58.578199999999995,0,0,a guy took pics of a house and the neighbor thought it was weird,0,0,0,0
R_6QPOS18D9DK5GQO,69d955b9ed2ae45b2f4f212f,,2026-08-18 19:00:47,2026-08-18 19:10:43,2026-08-18 19:10:44,595,100,True,I consent to participate,5,3,2,58.68820000000001,48.1768,0,0,im sorry for my outburst but using your left,0,0,0,0
R_6Q3mtYNGHO8cdYX,6a08b31ecfe31c6f8900ad5d,,2026-08-18 19:04:58,2026-08-18 19:16:48,2026-08-18 19:16:49,710,100,True,I consent to participate,5,0,5,68.1234,33.178399999999996,0,0,"You are in the wrong because typing out that joke during an active search was totally tone-deaf, you should have read the room.",0,0,0,0
R_7St6k4CoMG5UXL3,5758a211cb13810006479a0d,,2026-08-18 19:02:10,2026-08-18 19:21:17,2026-08-18 19:21:17,1146,100,True,I consent to participate,5,5,0,170.0656,42.0068,0,0,"you're in the wrong. you should be a paralegal, diminish your dreams, so you can take care of your 2 year old. let her go to undergraduate and take it from there. don't shortchange her goals and dreams.",0,0,0,0
